任务id,任务名,主线/支线,对话/打怪/掉落/寻物,等级限制,前置任务ID,后置任务ID,可完成次数,任务内容,任务目标,任务目标数量,任务简介,任务说明,说明脚本,接任务追踪,追踪脚本,未完成说明,追踪脚本,已完成追踪,追踪脚本,接任务NPC,还任务NPC,接任务脚本,还任务脚本,接任务对话,还任务对话,未完成对话,经验,阅历,索尼,物品,怪物组Id和掉落机率,guideDoing,guideDoingScript,guideComplete,guideCompleteScript,完成任务等级限制,章节,特殊任务类型枚举
10023,去找裁判,3,1,50,1111111,1111111,1,与裁判对话,0,1,与裁判对话,|裁判^有很重要的事找你，快去看看吧。,clickNPC|NPC13@map4,|裁判^有很重要的事找你，快去看看吧。,clickNPC|NPC13@map4,[跑]去找裁判对话<br/>|裁判^有很重要的事找你，快去看看吧。,clickNPC|NPC13@map4,[跑]去找裁判<br/>|裁判^有很重要的事找你，快去看看吧。,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,clickNPC|NPC13@map4,clickNPC|NPC13@map4,,悟空吃掉了武道寺三个月分量的食物，你看你方不方便……|额，我不是很方便。先走了，改天再聊。^还任务|[完成]去找裁判,,0,0,0,0,,与|裁判^对话,clickNPC|NPC13@map4,|裁判^有很重要的事找你，快去看看吧。,clickNPC|NPC13@map4,1,,
10024,击败阿拉蕾,3,2,50,1111111,1111111,1,兰琪让你去击败阿拉蕾,99,1,兰琪让你去击败阿拉蕾,兰琪让你去击败|阿拉蕾^,openFB|3@8@99@99@6,兰琪让你去击败|阿拉蕾^,openFB|3@8@99@99@6,[跑]兰琪让你去击败阿拉蕾<br/>兰琪让你去击败|阿拉蕾^({0}/{1}),openFB|3@8@99@99@6,[跑]兰琪让你去击败阿拉蕾<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@8@99@99@6,clickNPC|NPC09@map3,,买菜去了这么久？|遇到阿拉蕾了，陪她玩了一会。^还任务|[完成]击败阿拉蕾,,0,0,0,0,,击败|阿拉蕾^,openFB|3@8@99@99@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10025,击败蓝将军,3,2,50,1111111,1111111,1,兰琪让你去击败蓝将军,105,1,兰琪让你去击败蓝将军,兰琪让你去击败|蓝将军^,openFB|3@8@105@105@6,兰琪让你去击败|蓝将军^,openFB|3@8@105@105@6,[跑]兰琪让你去击败蓝将军<br/>兰琪让你去击败|蓝将军^({0}/{1}),openFB|3@8@105@105@6,[跑]兰琪让你去击败蓝将军<br/>去找|兰琪^完成任务,clickNPC|NPC09@map3,NPC09@map3,NPC09@map3,openFB|3@8@105@105@6,clickNPC|NPC09@map3,,怎么回来这么晚？|看见蓝将军在附近鬼鬼祟祟的所以教训了他一下。^还任务|[完成]击败蓝将军,,0,0,0,0,,击败|蓝将军^,openFB|3@8@105@105@6,去找|兰琪^完成任务,clickNPC|NPC09@map3,1,,
10026,击败街头混混,3,2,50,1111111,1111111,1,乌龙让你去击败街头混混,110,1,乌龙让你去击败街头混混,乌龙让你去击败|街头混混^,openFB|4@9@110@110@6,乌龙让你去击败|街头混混^,openFB|4@9@110@110@6,[跑]乌龙让你去击败街头混混<br/>乌龙让你去击败|街头混混^({0}/{1}),openFB|4@9@110@110@6,[跑]乌龙让你去击败街头混混<br/>去找|乌龙^完成任务,clickNPC|NPC03@map4,NPC03@map4,NPC03@map4,openFB|4@9@110@110@6,clickNPC|NPC03@map4,,呜呜，我被小混混欺负了。|没事，我已经教训过他们了。^还任务|[完成]击败街头混混,,0,0,0,0,,击败|街头混混^,openFB|4@9@110@110@6,去找|乌龙^完成任务,clickNPC|NPC03@map4,1,,
10027,击败街头流氓,3,2,50,1111111,1111111,1,乌龙让你去击败街头流氓,115,1,乌龙让你去击败街头流氓,乌龙让你去击败|街头流氓^,openFB|4@9@115@115@6,乌龙让你去击败|街头流氓^,openFB|4@9@115@115@6,[跑]乌龙让你去击败街头流氓<br/>乌龙让你去击败|街头流氓^({0}/{1}),openFB|4@9@115@115@6,[跑]乌龙让你去击败街头流氓<br/>去找|乌龙^完成任务,clickNPC|NPC03@map4,NPC03@map4,NPC03@map4,openFB|4@9@115@115@6,clickNPC|NPC03@map4,,这些流氓抢走了神龙送我的内裤。|额，真不该帮你。^还任务|[完成]击败街头流氓,,0,0,0,0,,击败|街头流氓^,openFB|4@9@115@115@6,去找|乌龙^完成任务,clickNPC|NPC03@map4,1,,
10028,击败警察巡逻队,3,2,50,1111111,1111111,1,乌龙让你去击败警察巡逻队,118,1,乌龙让你去击败警察巡逻队,乌龙让你去击败|警察巡逻队^,openFB|4@9@118@118@6,乌龙让你去击败|警察巡逻队^,openFB|4@9@118@118@6,[跑]乌龙让你去击败警察巡逻队<br/>乌龙让你去击败|警察巡逻队^({0}/{1}),openFB|4@9@118@118@6,[跑]乌龙让你去击败警察巡逻队<br/>去找|乌龙^完成任务,clickNPC|NPC03@map4,NPC03@map4,NPC03@map4,openFB|4@9@118@118@6,clickNPC|NPC03@map4,,救命啊，警察要抓我。|额，都叫你不要把内裤戴头上了。^还任务|[完成]击败警察巡逻队,,0,0,0,0,,击败|警察巡逻队^,openFB|4@9@118@118@6,去找|乌龙^完成任务,clickNPC|NPC03@map4,1,,
10029,去帮龟仙人买东西,3,4,50,1111111,1111111,1,帮龟仙人买东西,11001,1,帮龟仙人买东西,到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC12@map4,到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC12@map4,[跑]帮龟仙人买东西<br/>到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC12@map4,[跑]帮龟仙人买东西<br/>到商店给|龟仙人^购买1把勇气短刀,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,clickNPC|NPC12@map4,clickNPC|NPC12@map4,,刀很锋利，做的不错。|应该的。^还任务|[完成]帮龟仙人买东西,,0,0,0,0,,与|龟仙人^对话,clickNPC|NPC12@map4,到商店去给|龟仙人^购买1把勇气短刀,clickNPC|NPC12@map4,1,,
10030,参加竞技场竞技,3,23,50,1111111,1111111,1,龟仙人让你去竞技场比赛1次,0,1,龟仙人让你去竞技场比赛1次,龟仙人让你去竞技场比赛1次,openView|15,龟仙人让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>龟仙人让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,openView|15,clickNPC|NPC12@map4,,做的不错，我很看好你。|我会努力的。^还任务|[完成]参加竞技场竞技,,0,0,0,0,,龟仙人让你去竞技场比赛1次,openView|15,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,,
10031,完成突飞,3,24,50,1111111,1111111,1,布尔玛让你去家园训练室突飞1次,0,1,布尔玛让你去家园训练室突飞1次,布尔玛让你去家园训练室突飞1次,openView|27,布尔玛让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>布尔玛让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>去找|布尔玛^完成任务,clickNPC|NPC11@map4,NPC11@map4,NPC11@map4,openView|27,clickNPC|NPC11@map4,,做的不错，但不可以自满哦。|我会注意的。^还任务|[完成]完成突飞,,0,0,0,0,,布尔玛让你去家园训练室突飞1次,openView|27,去找|布尔玛^完成任务,clickNPC|NPC11@map4,1,,
10032,完成生产,3,25,50,1111111,1111111,1,布尔玛让你去家园生产室生产1次,0,1,布尔玛让你去家园生产室生产1次,布尔玛让你去家园生产室生产1次,openView|27,布尔玛让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>布尔玛让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>去找|布尔玛^完成任务,clickNPC|NPC11@map4,NPC11@map4,NPC11@map4,openView|27,clickNPC|NPC11@map4,,嗯，做的不错。|还需要努力。^还任务|[完成]完成生产,,0,0,0,0,,布尔玛让你去家园生产室生产1次,openView|27,去找|布尔玛^完成任务,clickNPC|NPC11@map4,1,,
10033,完成探险,3,26,50,1111111,1111111,1,布尔玛让你去家园载具室探险1次,0,1,布尔玛让你去家园载具室探险1次,布尔玛让你去家园载具室探险1次,openView|27,布尔玛让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>布尔玛让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>去找|布尔玛^完成任务,clickNPC|NPC11@map4,NPC11@map4,NPC11@map4,openView|27,clickNPC|NPC11@map4,,哈，收获很不错呢。|可以做的更好。^还任务|[完成]完成探险,,0,0,0,0,,布尔玛让你去家园载具室探险1次,openView|27,去找|布尔玛^完成任务,clickNPC|NPC11@map4,1,,
10034,去找村长,3,1,60,1111111,1111111,1,与村长对话,0,1,与村长对话,|村长^想找人聊天，你去陪他说会话吧。,clickNPC|NPC16@map5,|村长^想找人聊天，你去陪他说会话吧。,clickNPC|NPC16@map5,[跑]去找村长对话<br/>|村长^想找人聊天，你去陪他说会话吧。,clickNPC|NPC16@map5,[跑]去找村长<br/>|村长^想找人聊天，你去陪他说会话吧。,clickNPC|NPC16@map5,NPC16@map5,NPC16@map5,clickNPC|NPC16@map5,clickNPC|NPC16@map5,,我们响铃村虽然穷而且寒冷，但是大家都是好人。简单的生活就让我们觉得幸福。|是啊，我也想住在这里。^还任务|[完成]去找村长,,0,0,0,0,,与|村长^对话,clickNPC|NPC16@map5,|村长^想找人聊天，你去陪他说会话吧。,clickNPC|NPC16@map5,1,,
10035,击败银大佐,3,2,60,1111111,1111111,1,丝诺让你去击败银大佐,172,1,丝诺让你去击败银大佐,丝诺让你去击败|银大佐^,openFB|5@12@172@172@6,丝诺让你去击败|银大佐^,openFB|5@12@172@172@6,[跑]丝诺让你去击败银大佐<br/>丝诺让你去击败|银大佐^({0}/{1}),openFB|5@12@172@172@6,[跑]丝诺让你去击败银大佐<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,openFB|5@12@172@172@6,clickNPC|NPC15@map5,,这些坏人一直在欺负我们村子。|没事了，我已经把坏人赶走了。^还任务|[完成]击败银大佐,,0,0,0,0,,击败|银大佐^,openFB|5@12@172@172@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,,
10036,击败铁军曹,3,2,60,1111111,1111111,1,丝诺让你去击败铁军曹,178,1,丝诺让你去击败铁军曹,丝诺让你去击败|铁军曹^,openFB|5@13@178@178@6,丝诺让你去击败|铁军曹^,openFB|5@13@178@178@6,[跑]丝诺让你去击败铁军曹<br/>丝诺让你去击败|铁军曹^({0}/{1}),openFB|5@13@178@178@6,[跑]丝诺让你去击败铁军曹<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,openFB|5@13@178@178@6,clickNPC|NPC15@map5,,太厉害了，这个刀枪不入的家伙都被你打败了。|哈哈，没什么啦。^还任务|[完成]击败铁军曹,,0,0,0,0,,击败|铁军曹^,openFB|5@13@178@178@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,,
10037,击败紫曹长,3,2,60,1111111,1111111,1,丝诺让你去击败紫曹长,184,1,丝诺让你去击败紫曹长,丝诺让你去击败|紫曹长^,openFB|5@13@184@184@6,丝诺让你去击败|紫曹长^,openFB|5@13@184@184@6,[跑]丝诺让你去击败紫曹长<br/>丝诺让你去击败|紫曹长^({0}/{1}),openFB|5@13@184@184@6,[跑]丝诺让你去击败紫曹长<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,openFB|5@13@184@184@6,clickNPC|NPC15@map5,,我还以为忍术很厉害，原来都是假的。|就是魔术而已。^还任务|[完成]击败紫曹长,,0,0,0,0,,击败|紫曹长^,openFB|5@13@184@184@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,,
10038,击败布幽,3,2,60,1111111,1111111,1,丝诺让你去击败布幽,196,1,丝诺让你去击败布幽,丝诺让你去击败|布幽^,openFB|5@14@196@196@6,丝诺让你去击败|布幽^,openFB|5@14@196@196@6,[跑]丝诺让你去击败布幽<br/>丝诺让你去击败|布幽^({0}/{1}),openFB|5@14@196@196@6,[跑]丝诺让你去击败布幽<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,openFB|5@14@196@196@6,clickNPC|NPC15@map5,,这个胖胖的怪物好可爱。|额，女孩子的审美真奇怪。^还任务|[完成]击败布幽,,0,0,0,0,,击败|布幽^,openFB|5@14@196@196@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,,
10039,击败白将军,3,2,60,1111111,1111111,1,丝诺让你去击败白将军,201,1,丝诺让你去击败白将军,丝诺让你去击败|白将军^,openFB|5@14@201@201@6,丝诺让你去击败|白将军^,openFB|5@14@201@201@6,[跑]丝诺让你去击败白将军<br/>丝诺让你去击败|白将军^({0}/{1}),openFB|5@14@201@201@6,[跑]丝诺让你去击败白将军<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,openFB|5@14@201@201@6,clickNPC|NPC15@map5,,坏人都被你赶走了，你就是我们村子的守护神。|呵呵呵，还好啦。^还任务|[完成]击败白将军,,0,0,0,0,,击败|白将军^,openFB|5@14@201@201@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,,
10040,去帮人造人8号买东西,3,4,60,1111111,1111111,1,帮人造人8号买东西,11001,1,帮人造人8号买东西,到商店给|人造人8号^购买1把勇气短刀,clickNPC|NPC01@map5,到商店给|人造人8号^购买1把勇气短刀,clickNPC|NPC01@map5,[跑]帮人造人8号买东西<br/>到商店去给|人造人8号^购买1把勇气短刀,clickNPC|NPC01@map5,[跑]帮人造人8号买东西<br/>到商店给|人造人8号^购买1把勇气短刀,clickNPC|NPC01@map5,NPC01@map5,NPC01@map5,clickNPC|NPC01@map5,clickNPC|NPC01@map5,,刀很锋利，做的不错。|应该的。^还任务|[完成]帮人造人8号买东西,,0,0,0,0,,与|人造人8号^对话,clickNPC|NPC01@map5,到商店去给|人造人8号^购买1把勇气短刀,clickNPC|NPC01@map5,1,,
10041,参加竞技场竞技,3,23,60,1111111,1111111,1,人造人8号让你去竞技场比赛1次,0,1,人造人8号让你去竞技场比赛1次,人造人8号让你去竞技场比赛1次,openView|15,人造人8号让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>人造人8号让你去竞技场比赛1次,openView|15,[跑]参加竞技场竞技<br/>去找|人造人8号^完成任务,clickNPC|NPC01@map5,NPC01@map5,NPC01@map5,openView|15,clickNPC|NPC01@map5,,做的不错，我很看好你。|我会努力的。^还任务|[完成]参加竞技场竞技,,0,0,0,0,,人造人8号让你去竞技场比赛1次,openView|15,去找|人造人8号^完成任务,clickNPC|NPC01@map5,1,,
10042,完成突飞,3,24,60,1111111,1111111,1,小悟空让你去家园训练室突飞1次,0,1,小悟空让你去家园训练室突飞1次,小悟空让你去家园训练室突飞1次,openView|27,小悟空让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>小悟空让你去家园训练室突飞1次,openView|27,[跑]完成突飞<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,openView|27,clickNPC|NPC14@map5,,做的不错，但不可以自满哦。|我会注意的。^还任务|[完成]完成突飞,,0,0,0,0,,小悟空让你去家园训练室突飞1次,openView|27,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,,
10043,完成生产,3,25,60,1111111,1111111,1,小悟空让你去家园生产室生产1次,0,1,小悟空让你去家园生产室生产1次,小悟空让你去家园生产室生产1次,openView|27,小悟空让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>小悟空让你去家园生产室生产1次,openView|27,[跑]完成生产<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,openView|27,clickNPC|NPC14@map5,,嗯，做的不错。|还需要努力。^还任务|[完成]完成生产,,0,0,0,0,,小悟空让你去家园生产室生产1次,openView|27,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,,
10044,完成探险,3,26,60,1111111,1111111,1,小悟空让你去家园载具室探险1次,0,1,小悟空让你去家园载具室探险1次,小悟空让你去家园载具室探险1次,openView|27,小悟空让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>小悟空让你去家园载具室探险1次,openView|27,[跑]完成探险<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,openView|27,clickNPC|NPC14@map5,,哈，收获很不错呢。|可以做的更好。^还任务|[完成]完成探险,,0,0,0,0,,小悟空让你去家园载具室探险1次,openView|27,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,,
10045,去找孙悟饭,3,1,70,1111111,1111111,1,与孙悟饭对话,0,1,与孙悟饭对话,|孙悟饭^要回天堂去了，你去劝劝他留下来吧。,clickNPC|NPC03@map6,|孙悟饭^要回天堂去了，你去劝劝他留下来吧。,clickNPC|NPC03@map6,[跑]去找孙悟饭对话<br/>|孙悟饭^要回天堂去了，你去劝劝他留下来吧。,clickNPC|NPC03@map6,[跑]去找孙悟饭<br/>|孙悟饭^要回天堂去了，你去劝劝他留下来吧。,clickNPC|NPC03@map6,NPC03@map6,NPC03@map6,clickNPC|NPC03@map6,clickNPC|NPC03@map6,,天堂有很多可爱的妹子，要不要跟我一起去啊？|额，还是不要了吧。^还任务|[完成]去找孙悟饭,,0,0,0,0,,与|孙悟饭^对话,clickNPC|NPC03@map6,|孙悟饭^要回天堂去了，你去劝劝他留下来吧。,clickNPC|NPC03@map6,1,,
10046,击败桃白白,3,2,70,1111111,1111111,1,波拉让你去击败桃白白,219,1,波拉让你去击败桃白白,波拉让你去击败|桃白白^,openFB|6@15@219@219@6,波拉让你去击败|桃白白^,openFB|6@15@219@219@6,[跑]波拉让你去击败桃白白<br/>波拉让你去击败|桃白白^({0}/{1}),openFB|6@15@219@219@6,[跑]波拉让你去击败桃白白<br/>去找|波拉^完成任务,clickNPC|NPC04@map6,NPC04@map6,NPC04@map6,openFB|6@15@219@219@6,clickNPC|NPC04@map6,,哼，居然有人敢大闹圣地。|没事了，我已经赶走他了。^还任务|[完成]击败桃白白,,0,0,0,0,,击败|桃白白^,openFB|6@15@219@219@6,去找|波拉^完成任务,clickNPC|NPC04@map6,1,,
10047,击败加林仙人,3,2,70,1111111,1111111,1,加林仙人让你去击败加林仙人,225,1,加林仙人让你去击败加林仙人,加林仙人让你去击败|加林仙人^,openFB|6@15@225@225@6,加林仙人让你去击败|加林仙人^,openFB|6@15@225@225@6,[跑]加林仙人让你去击败加林仙人<br/>加林仙人让你去击败|加林仙人^({0}/{1}),openFB|6@15@225@225@6,[跑]加林仙人让你去击败加林仙人<br/>去找|加林仙人^完成任务,clickNPC|NPC02@map6,NPC02@map6,NPC02@map6,openFB|6@15@225@225@6,clickNPC|NPC02@map6,,哎呀，真是有干劲的年轻人。超圣水就送你了吧。|切，我才不要这骗人的玩意。^还任务|[完成]击败加林仙人,,0,0,0,0,,击败|加林仙人^,openFB|6@15@225@225@6,去找|加林仙人^完成任务,clickNPC|NPC02@map6,1,,
10048,击败机械青副官,3,2,70,1111111,1111111,1,波拉让你去击败机械青副官,246,1,波拉让你去击败机械青副官,波拉让你去击败|机械青副官^,openFB|6@16@246@246@6,波拉让你去击败|机械青副官^,openFB|6@16@246@246@6,[跑]波拉让你去击败机械青副官<br/>波拉让你去击败|机械青副官^({0}/{1}),openFB|6@16@246@246@6,[跑]波拉让你去击败机械青副官<br/>去找|波拉^完成任务,clickNPC|NPC04@map6,NPC04@map6,NPC04@map6,openFB|6@16@246@246@6,clickNPC|NPC04@map6,,黑绸军的家伙还是贼心不死。|没事，只是余孽而已。^还任务|[完成]击败机械青副官,,0,0,0,0,,击败|机械青副官^,openFB|6@16@246@246@6,去找|波拉^完成任务,clickNPC|NPC04@map6,1,,
10049,击败孙悟饭,3,2,70,1111111,1111111,1,孙悟饭让你去击败孙悟饭,276,1,孙悟饭让你去击败孙悟饭,孙悟饭让你去击败|孙悟饭^,openFB|6@17@276@276@6,孙悟饭让你去击败|孙悟饭^,openFB|6@17@276@276@6,[跑]孙悟饭让你去击败孙悟饭<br/>孙悟饭让你去击败|孙悟饭^({0}/{1}),openFB|6@17@276@276@6,[跑]孙悟饭让你去击败孙悟饭<br/>去找|孙悟饭^完成任务,clickNPC|NPC03@map6,NPC03@map6,NPC03@map6,openFB|6@17@276@276@6,clickNPC|NPC03@map6,,呵呵，老了，已经比不过年轻人了。|赶上您我还要多努力。^还任务|[完成]击败孙悟饭,,0,0,0,0,,击败|孙悟饭^,openFB|6@17@276@276@6,去找|孙悟饭^完成任务,clickNPC|NPC03@map6,1,,
